Author Name,Author Username,Tweet Crea,ted At,Tweet Text,Likes,Retweets,Replies,Quotes,Impressions,Bookmark Count
Waveboym,iamwaveboym,4/10/2024,01:17:00+00:00,"YOU CAN MAKE UP TO $10,000 WITHIN JUST A WEEK BY FARMING HERE ON X? 
JUST START FARMING 👇👇. 

$PARAM
$BUBBLE
$TRIP
$BEYOND
$MOJO
$COOKIE
$SOMO 

Valverde Funke adkindele #shibainu ARIZONA Wizkid Drake Bitcoin #memecoin #crypto #Airdrops #USWNT Eid Mubarak #WWENXT #Porfolioday",0,0,0,0,1,0
🇯🇲 Quinn 🌿🦍🌿,__Quinn510__,4/10/2024,01:16:59+00:00,Arizona is doing to much with this abortion law.,0,0,0,0,123,0
Goddess Grace,GoddessGraceBBW,4/10/2024,01:16:34+00:00,The news about the Supreme Court ruling in Arizona breaks my heart for the women who live there. All women deserves access to reproductive healthcare and abortion is a part of that healthcare.,1,0,0,0,54,0
Pismo Beach Independent 💧,PismoBeach805,4/10/2024,01:16:28+00:00,Arizona turned bright blue today.,2,1,0,0,52,0
Mike K,MikelKaz2,4/10/2024,01:16:24+00:00,Time for Pro Choice Republicans to wake up. #Arizona,0,0,0,0,8,0
Tammy Rainey 🗽 WarrenDemocrat,Tammy_Beth,4/10/2024,01:16:20+00:00,"Mildly annoying: Sen. Kelly was asked what he had to say to Arizona voters about today's abortion decision and EVERY time a Dem gets such a question the automatic first answer before you say anything else should be this:

""stop voting for republicans!""",1,0,0,0,25,0
The Monarch Magician,monarchgoddess2,4/10/2024,01:15:43+00:00,It is so wholesome when you spend your energy on something productive rather than being outraged about a State you don’t live in banning a  procedure you’ll never get😁#arizona #yayarizona #grandcanyonstate #LOL #ProLife  #ProChoice,0,0,0,0,17,0
Anna,Anna1522945,4/10/2024,01:15:39+00:00,"Want to find out what the Arizona decision was really about?

Listen to @JordanIsMyLawyr to get the full picture. 

Turns out the framers failed to retract the earlier law. So they had two competing laws on the books. This isn’t about Trump. This isn’t about Biden. This is about… https://t.co/oRBXGmTuHI",2,1,0,0,137,0
Christina Walsh will VOTE ☮️,cwalshCURO,4/10/2024,01:15:39+00:00,"All women in Arizona should officially cut-off their male partners, pronto.  Sex is OFF in Arizona.",0,0,0,0,11,0
Kim Doss,KimDoss71,4/10/2024,01:15:15+00:00,"Kaiah with her 2nd HR of the day. First of this game. Solo shot. 8-3, Arizona",3,0,0,1,158,0
Robert V Simpson,RobertVSimpson1,4/10/2024,01:15:13+00:00,The Arizona Supreme Court ruling is another example of the dog catching the car. @GOP will REGRET stacking courts with far right folks. #BLUEWAVE2024,0,1,0,0,13,0
Mass_Dem,Mass_Dem7,4/10/2024,01:15:01+00:00,David Trone caused the abortion decision in Arizona today.,0,0,0,0,67,0
Front Loaded,Frontloaded,4/10/2024,01:14:43+00:00,"#Arizona women make your Vote count. #GOP=#handmaidens 
#ArizonaSupremeCourt #ArizonaLawmakers",0,0,0,0,5,0
W. Brian Tucker,MeLoseBrainUhOh,4/10/2024,01:14:17+00:00,I must admit I'm a little surprised that abortion was such a hot-button issue in the 19th-century Arizona Territory. #WagnerTonight,3,0,0,0,13,0
Arianna,AriannaEditrix,4/10/2024,01:14:08+00:00,"#ArizonaLawmakers 
Is other things that are illegal in Arizona: carrying an ice cream cone in your back pocket, bathing your Mule or other pack animal in a hotel or boarding house, and walking your camel 🐫 down Central Ave. I mean if you're gonna go back go way back.",0,0,0,1,16,0
Nolan Jack,NolanJack10,4/10/2024,01:14:01+00:00,"Here it is 2024 &amp; the good ole boys club in Arizona have enacted a law from 1864 about abortion(u cnt make this shxt up),Republicans r wylin’ 🤦🏾‍♂️💆🏾‍♂️",0,0,0,0,2,0
SAHANA❤️,sahana_138,4/10/2024,01:14:01+00:00,"Anyone interested!! I’m selling 3x Laufey tickets @ Arizona Financial Theatre- Phoenix,AZ for April 15 Mon . Dm if you need it ASAP
#Laufeytickets #laufey",0,0,0,0,2,0
(((𝔽𝕣𝕖𝕟𝕔𝕙ℂ𝕠𝕣𝕚)))♏️,frenchcori,4/10/2024,01:13:50+00:00,Damn Arizona!!! 😡🥵🤬,0,0,0,0,13,0
MSCASSI,mae5721,4/10/2024,01:13:50+00:00,"Now. Arizona! Let me share truths,at age 20 as an competitive athlete in health and fitness industry , no idea at 6 weeks because women athletes cycle is all over the place,It happen ( Pregnancy) At least I could made a decision, in my late 50’s now, Fight for women rights !",0,0,0,0,7,0
Liz1973,swickl3,4/10/2024,01:13:37+00:00,"Dear Arizona, how can ANY document pre statehood be legally binding?",1,0,0,0,15,0
rachel ⋆ ˚｡⋆୨୧˚,motelroses,4/10/2024,01:13:33+00:00,Arizona is so embarrassing to live here…what do u mean u brought back a 160 year ban on abortion oh my god you people hate women so much,1,0,0,0,31,0
Steve 💙🇺🇸 🇹🇷 🇺🇦,EnragedApostate,4/10/2024,01:13:31+00:00,"For the nearly 250 years of the existence of the United States, the white Christian MALE nationalist has called all the shots, assumed all the privileges

Then 💩happened. Obama got elected. Harris became VP.

Arizona &amp; Alabama are white supremacist backlash
@cspan @cspanwj",0,0,0,0,12,0
Susan 💙🇺🇸🇺🇦,susanj357,4/10/2024,01:13:20+00:00,The 4 Arizona supreme court justices who voted to uphold a 160 year old law against women clearly are not in their right minds and should be removed from the bench. #WagnerTonight,6,0,0,0,44,0
Tristan Snell,TristanSnell,4/10/2024,01:12:51+00:00,"4 Arizona Supreme Court justices used an 1864 law to turn women into second-class citizens

2 of them are up for re-election this fall:

Clint Bolick and Kathryn King

Watch out — Arizona women are not without electoral or political power 🌊",1262,502,44,19,14593,11
Lead Now Boulder,LeadNowBoulder,4/10/2024,01:12:48+00:00,"Abortion laws matter. But not as much as we think when it comes to choosing a president. It’s not even polling as a top seven issue right now. Arizona is draconian, to be sure, but something tells me the current Dems are going to blow this chess match. Again.",0,0,0,0,18,0
SJ Thomason,Dash_023,4/10/2024,01:12:39+00:00,"We should be thankful when states such as Arizona restrict the killing of inconvenient and innocent preborn children. Thank you, Arizona. Killing off our population is not the answer for our future. We need to encourage high birth rates and families.",2,0,0,0,30,0
Anonnie111,anonnie111,4/10/2024,01:12:36+00:00,"Women,

If your partner is saying 'no'
to abortion and reproductive rights, say NO to sex❗️

Tag: Arizona
#VoteBlueToProtectWomensRights",0,0,0,0,7,0
Trey,DrTrey333,4/10/2024,01:12:35+00:00,"Ladies! If you live in #Arizona, and you ever find yourself in a situation where you need to ""go camping"" please let us know. We will take you camping. #ArizonaSupremeCourt",1,0,0,0,7,0
LEX🍉,gjurasicpark,4/10/2024,01:12:34+00:00,I’m not scared of zombies I’m scared of a real ass man in a state where I can’t get an abortion. #Arizona,0,0,0,0,20,0
Canucks PR,CanucksPR,4/10/2024,01:12:10+00:00,Apr. 10: 10:30a.m. optional game day skate followed by pregame media availability. Media entry beginning at 10:15a.m. Game vs Arizona at 7:30p.m.,9,1,2,0,1114,0
Tom Wambsgans,og_tomwambsgans,4/10/2024,01:12:02+00:00,Arizona &amp; Texas: Where rapists get to choose the mother of their children. #RoevemberIsComing,0,0,3,0,41,0
PetaD56,PetaD56,4/10/2024,01:11:58+00:00,"You know who else in Arizona is pissed off tonight over the abortion ruling besides women? The men that love those women. Good men will not stand around doing nothing while women get hurt. 

 #RoevemberIsComing",3,0,1,0,69,0
Michael Hiltzik,hiltzikm,4/10/2024,01:11:53+00:00,"So, Arizona will turn blue on November?",7,0,1,0,337,0
Eye Of The Idol,EyeOfTheIdol,4/10/2024,01:11:24+00:00,"I guess there is a way to time travel these days. Right now draconian troglodyte males from 1864 are controlling Arizona women in 2024. 

#WagnerTonight",11,4,2,1,161,0
Bob Babb,BobBabb6,4/10/2024,01:11:20+00:00,"Repuicans don’t want to win in 2024. For Arizona to put into place the 1864 law about abortian is just fucking stupid. 
Can this country handle kamaltoe Harris as our next president",0,0,0,0,10,0
Brendan,Jointgravy,4/10/2024,01:10:43+00:00,Auston Matthews from Scottsdale Arizona!,3,0,0,0,87,0
david p murphy,dpmurphy,4/10/2024,01:10:28+00:00,"arizona: will you still breed me,
will you still feed me,
when i'm 1864? #duh #pathetic",0,0,0,0,7,0
Mikemikemike,logicprevails66,4/10/2024,01:10:24+00:00,Arizona sc has lost its mind. And did so in an election year. This GOP party continues to show just how stupid and ignorant they are   Vote blue in Nov. loudly!,1,0,0,0,12,0
UnfreeAmerican,A33807Unfree,4/10/2024,01:10:23+00:00,"FACT ; KNOWN EVER SINCE RENO ; MARSHALS FROM NASHVILLE, MIAMI TO TUSCIN , ARIZONA! FACT I KNOW! HELP ME , THESE PSYCHIATRISTS MONSTERS AND, THEIR DK FOR A BRAIN! THIS IS Murder BY THESE PSYCHE CRIMINALS; THEIR CUT OFF FROM ALL CONTACT BUT ONLY CONSPIRATORS! KNOWN BY ATTORNEY",0,0,0,0,1,0
Rugerman45,markrugerman45,4/10/2024,01:10:15+00:00,What did John McCain ever do for Arizona? He sold them out on Obamacare. He always appeased the left when it counted the most and that’s why the media and Democrats portray him as some sort of great man,11,6,3,0,138,0
lazjetfixer,lazjetfixer,4/10/2024,01:10:13+00:00,"Arizona Supreme Court upheld an 1864 abortion law that nearly bans all abortions,
Thanks AZ Supreme Court, you just handed Biden AZ, awesome !!",0,0,2,0,28,0
Jessica Renae,JessRenae94,4/10/2024,01:10:09+00:00,Glad I already visited the Grand Canyon and other places in Arizona years ago. I don’t need to step foot in that state anymore.,1,0,0,0,9,0
Paul Maher,pmaher_LENR,4/10/2024,01:10:05+00:00,"#Arizona always seemed like a lovely place to to live, that is until now.  It seems that these self-righteous bastards would rather have a woman die than give her a needed #abortion.",0,0,1,0,5,0
ivan,halfmantuano,4/10/2024,01:10:01+00:00,I just had a wonderful dinner a focaccia filled with Dutch gouda Italian prosciutto di parma Lebanese olive oil Spanish dry tomatoes and washed it down with an Arizona iced lemon tea lol (obvs a good red wine would have been better),0,0,0,0,12,0
Bill,mrbillburr,4/10/2024,01:09:54+00:00,"Let's limit all of  the medical care for the Arizona Supreme Court supporters of the 1864 Abortion Law, to only the medical care and medicine available in 1864.",0,0,1,0,37,1
RationalPoet,Brianrrs37,4/10/2024,01:09:53+00:00,Arizona Supreme Court reinstates antebellum anti abortion law of 1864.,0,0,0,0,5,0
Mannwell D. Glenn ♏️,theclassixjawn,4/10/2024,01:09:38+00:00,The Republicans are going to die on the abortion hill. When we tell you voting matters believe us. What’s happening in Arizona can come to a state near you. Trump and the GOP want to control women. Who will they want to control next? This the party of white male supremacy.,1,0,0,0,14,0
Sebrof,RobertsonF83488,4/10/2024,01:09:37+00:00,Arizona Supreme Court rules state must adhere to century-old law banning nearly all abortions. How really old are the Arizona court justices? Really?? Is Arizona going back to the Middle eastern Stone Age.??,0,0,0,0,10,0
B Oakley,LynnGlick2,4/10/2024,01:09:18+00:00,What the hell is going on in Arizona?? The 1864 law is in effect?? What is going on? This is total insanity! #NeverTrump #NeverGOP #TrumpDoesntgiveashitaboutanyoneotherthanhimself,0,0,0,0,6,0
Curtis Wakanda Overnight 🌈 🇺🇦 🇵🇸,Currtis25Harr,4/10/2024,01:09:16+00:00,"Woke up to this news on Arizona's abortion ban from 1864.

A wholeheartedly fuck you Arizona Supreme Court and fuck Trump too.",2,0,0,0,30,0
David Doak,SouthPoint1000,4/10/2024,01:09:05+00:00,"Interesting question: Does the Florida, Arizona abortion bans, the Draconian Texas abortion situation, the book bans, the growing consensus on Gun Control, give D’s in House, Senate, and Biden a chance for synergy in advertising, in that MAGA is too radical to trust with power.",10,5,1,0,320,1
Robs,RobsTinFoilHat,4/10/2024,01:09:04+00:00,"Former Governor Doug Ducey expanded the ridiculous Supreme Court in Arizona, Dems in DC need to figure how to do the same in the highest court. #TrumpDidThis",1,0,0,0,96,0
🇺🇦 Proxi 🇺🇦,Pr0xiii,4/10/2024,01:09:03+00:00,"Daily reminder to never move to Arizona 

(They just reinstated a law from 1864 to make all abortions illegal, even if the baby was conceived via r*pe) 🤮",15,5,3,0,199,0
LB,LeftistComet,4/10/2024,01:09:02+00:00,"The Arizona Supreme Court decision is all for nothing. Not only will this increase the chance of Biden and Gallego getting elected, but there are also ballot measures likely to appear on the ballot this November that will protect abortion rights.",0,0,0,0,14,0
One Step @ a Time.,GeneralWileE,4/10/2024,01:08:55+00:00,"And ya'll said Texas and Florida was fkd up! Arizona legislature and Supreme Court just said, ""hold my beer"".  Men in Arizona might sleep with one eye open for a while cuz women are prepped for a lynching.",9,0,1,0,61,0
Patrick Dyson,PatrickDyson9,4/10/2024,01:08:43+00:00,"Arizona rolled out a 1864 law, 160 year old law that totally takes away abortion. This is good for democrats. The more rights republicans take away the bigger the democrats will win. So yeah, keep going republicans.",0,0,0,0,6,0
LLX,LylanLLX,4/10/2024,01:08:39+00:00,Can you believe it that the Arizona State Supreme Court pulled out a law made in 1864 to overturn  the 15 weeks Arizona had in place.,0,0,0,0,7,0
MERCURY,_IfartTweets,4/10/2024,01:08:39+00:00,If you are a female no matter what age LEAVE ARIZONA!!! IMMEDIATELY,0,0,0,0,12,0
Peg LivinginAmerica,garz2656,4/10/2024,01:08:28+00:00,Make America 1864 again!  Sad day for Women’s Health Care in Arizona!  Vote BLUE 💙,1,0,0,0,6,0
Michael A. Shea,SheaMichaelA,4/10/2024,01:08:00+00:00,"Y'all know Arizona was not a state until 1912, right? The Arizona Territory, pre-statehood, sided with the Confederacy and sent troops.
The abortion ban the AZ Supreme Court upheld is from 1864. They are literally bringing back the damn Confederacy to take away women's rights.",2,0,0,0,40,0
Danketh745,Becketh711Dan,4/10/2024,01:07:46+00:00,"Sen. Kelly: ‘Disaster’ Arizona Abortion Ban Because of Trump – He Could Go After Contraception Next862

Go to the moon and take Sheila Jackson with you and build a house there, you Fake astronaut.",3,0,0,0,38,0
ali,wiIdfIowrs,4/10/2024,01:07:46+00:00,let a leafs player from arizona score!!!,1,0,0,1,280,0
Petard 🌊 🌊 🌊,GaryBut28626677,4/10/2024,01:07:45+00:00,Arizona dolts vote for total abortion from the 1800’s Law. If bad laws continue then there will be no trust in our government and judicial institutions. How did we get such large swaths of stupid people. So stupid.,0,0,0,0,48,0
Mar_SC_ella ✌️,Mar_SC_ella,4/10/2024,01:07:38+00:00,Thank you Arizona Supreme Court for motivating every woman in AZ to vote in 2024. #Roevember2024,1,1,0,0,50,0
Steve 💙🇺🇸 🇹🇷 🇺🇦,EnragedApostate,4/10/2024,01:07:30+00:00,"I love how Alex @alexwagner is starting her show, reviewing all the antediluvian laws that existed before Arizona was even a state. And the Supreme Court of that state actually said these laws are ""still on the books"". I'm not buying this is legit
@cspan @cspanwj",0,0,0,0,24,0
jethro. 🗯️,jethrostudio,4/10/2024,01:07:29+00:00,"It's amazing to think that people in #Arizona right now are over 200 years old.

Crazy right?!

But it's now 1864 there.

Which is insane.

#Facts 
#LifeComesAtYouFast",10,0,0,0,100,0
Linda Roach,Hoyden2727,4/10/2024,01:07:25+00:00,"So DISGUSTED to be living in Arizona today, considering I marched with Gloria Steinem (NYC) 25 years ago for women's rights. SHAMEFUL. I will do everything I can to vote the Republican criminals out of Arizona's legislature in November!",0,0,0,0,7,0
